,Skills
3869,excel
3869,git
3869,plotly
3869,jupyter
3869,aws
3869,pyspark
3869,agile
3869,python
3869,sql
3869,docker
3869,machine_learning
3869,spark
3870,graphql
3870,javascript
3870,ruby
3870,python
3870,java
3870,sql
3870,go
3870,javascript/typescript
3871,excel
3872,excel
3872,database
3872,ai
3873,cloud
3873,programming
3873,microsoft
3873,aws
3873,go
3873,azure
3874,cloud
3874,ai/ml
3874,python
3874,pytorch
3874,aws
3874,ml
3874,keras
3874,tensorflow
3874,ai
3874,machine_learning
3874,mlops
3875,database
3875,programming
3876,back-end
3876,ruby
3876,python
3876,programming
3876,go
3877,database
3877,cloud
3877,bigquery
3877,frontend
3877,programming
3877,spark
3877,github
3877,java
3877,etl
3877,apache
3877,scala
3877,airflow
3878,unix/linux
3878,cloud
3878,agile
3878,programming
3878,devops
3878,c
3878,java
3878,c++
3879,backend
3879,cloud
3879,agile
3879,programming
3879,devops
3879,go
3879,c
3880,cloud
3880,agile
3880,saas
3880,excel
3881,terminal
3882,cloud
3882,agile
3882,jira
3882,linux
3882,docker
3882,json
3882,c
3882,aws
3882,xml
3882,machine_learning
3882,go
3882,c++
3882,splunk
3882,cicd
3883,agile
3883,terminal
3884,scala
3884,backend
3884,cloud
3884,saas
3884,java
3884,paas
3885,database
3885,cloud
3885,agile
3885,python
3885,hadoop
3885,bi
3885,programming
3885,spark
3885,warehousing
3885,microsoft
3885,java
3885,aws
3885,redshift
3885,sql
3885,nosql
3885,ai
3885,machine_learning
3885,scala
3885,airflow
3885,cicd
3886,redis
3886,saas
3886,aws
3886,ruby
3886,postgres
3887,programming
3888,backend
3888,cloud
3888,css
3888,javascript
3888,aws
3888,html
3888,python
3888,sql
3889,cloud
3889,agile
3889,saas
3889,excel
3890,node.js
3890,devops
3890,postgresql
3891,excel
3892,
3893,word
3893,agile
3893,jira
3893,visio
3893,scrum
3893,powerpoint
3893,microsoft
3893,excel
3894,cloud
3894,aws
3894,azure
3895,database
3895,git
3895,t-sql
3895,cloud
3895,ai/ml
3895,agile
3895,programming
3895,jira
3895,sql
3895,server
3896,mysql
3896,agile
3896,javascript/typescript
3896,sql
3896,nosql
3896,mongodb
3896,postgres
3897,database
3897,bi
3897,powerpoint
3897,microsoft
3897,outlook
3897,sql
3897,excel
3898,mssql
3898,json
3898,java
3898,javascript
3898,programming
3898,c/c++
3898,sql
3898,postgres
3899,r
3900,agile
3900,ai
3900,machine_learning
3901,microsoft
3901,saas
3901,programming
3901,sql
3902,warehousing
3902,database
3902,dataops
3902,cloud
3902,aws
3902,agile
3902,python
3902,redshift
3902,programming
3902,jira
3902,snowflake
3902,sql
3903,cloud
3903,agile/scrum
3903,jira
3903,linux
3903,git
3903,c
3903,aws
3904,excel
3905,git
3905,ci/cd
3905,cloud
3905,java
3905,javascript
3905,aws
3905,python
3905,programming
3905,docker
3905,devops
3906,excel
3906,microsoft
3906,tableau
3906,looker
3907,redis
3907,saas
3907,aws
3907,ruby
3907,postgres
3908,
3909,
3910,cloud
3910,agile
3910,python
3910,objective_c
3910,aws
3910,c++
3911,
3912,python
3912,programming
3912,tableau
3912,sql
3912,machine_learning
3913,spark
3913,nosql
3914,gitlab
3914,ruby
3914,agile
3914,bi
3914,devops
3914,sql
3915,database
3915,cloud
3915,javascript
3915,agile
3915,python
3915,gcp
3915,devops
3915,spark
3915,github
3915,backend
3915,redis
3915,java
3915,aws
3915,ml
3915,keras
3915,snowflake
3915,tensorflow
3915,ai
3915,machine_learning
3915,azure
3916,database
3916,agile
3916,python
3916,r
3916,sas
3916,tableau
3916,sql
3917,graphql
3917,datadog
3917,python
3917,docker
3917,saas
3917,redis
3917,golang
3917,postgres
3918,python
3918,git
3918,programming
3918,c
3918,github
3918,java
3918,xml
3918,c++
3919,
3920,agile
3921,spreadsheets
3921,sas
3921,sql
3921,excel
3921,unix
3922,git
3922,backend
3922,cloud
3922,agile/scrum
3922,java
3922,aws
3922,jira
3922,sql
3922,nosql
3923,cloud
3923,ruby
3923,jira
3923,docker
3923,node.js
3923,gcp
3923,github
3923,ember.js
3923,aws
3923,postgresql
3923,azure
3924,excel
3924,gdpr
3924,agile
3925,python
3925,programming
3925,sas
3925,spss
3926,javascript
3926,python
3926,server
3926,microsoft
3926,postgresql
3926,sql
3926,machine_learning
3926,azure
3927,
3928,java
3929,cloud
3929,aws
3929,azure
3930,sql
3930,programming
3930,database
3931,excel
3932,excel
3933,javascript
3933,python
3933,scrum
3933,backend
3933,postgresql
3934,bash
3934,warehousing
3934,airflow
3934,cloud
3934,gcp
3934,java
3934,aws
3934,python
3934,programming
3934,apache
3934,ai
3934,azure
3935,excel
3935,alteryx
3935,microsoft
3935,python
3935,tableau
3935,sql
3936,cloud
3936,ai/ml
3936,python
3936,pytorch
3936,aws
3936,ml
3936,keras
3936,tensorflow
3936,ai
3936,machine_learning
3936,mlops
3937,
3938,looker
3938,tableau
3938,sql
3939,numpy
3939,warehousing
3939,database
3939,pandas
3939,aws
3939,mysql
3939,redshift
3939,python
3939,programming
3939,etl
3939,no-sql
3939,snowflake
3939,sql
3940,word
3940,agile
3940,visio
3940,powerpoint
3940,sql
3940,sharepoint
3940,excel
3941,cloud
3941,data_lakes
3941,python
3941,hadoop
3941,gcp
3941,programming
3941,c
3941,spark
3941,java
3941,aws
3941,rust
3941,ml
3941,snowflake
3941,sql
3941,nosql
3941,machine_learning
3941,azure
3941,scala
3941,kotlin
3941,coding
3942,scrum
3942,cloud
3942,ajax
3942,javascript
3942,html
3942,agile
3942,programming
3942,apache
3942,server
3942,azure
3942,c
3943,scala
3943,git
3943,java
3943,javascript
3943,ruby
3943,programming
3943,docker
3944,database
3944,python
3944,hadoop
3944,c
3944,spark
3944,iot
3944,warehousing
3944,microsoft
3944,qlik
3944,tableau
3944,etl
3944,sql
3944,machine_learning
3945,node
3945,docker
3945,vue
3945,redis
3945,aws
3945,postgres
3946,agile
3946,python
3946,hadoop
3946,pytorch
3946,r
3946,gcp
3946,spark
3946,theano
3946,aws
3946,ml
3946,keras
3946,sql
3946,tensorflow
3946,ai
3946,machine_learning
3946,mxnet
3947,
3948,database
3948,programming
3948,go
3949,graphql
3949,javascript
3949,docker
3949,html5
3949,back-end
3949,css
3949,devops
3949,redis
3949,java
3949,apache
3950,cloud
3950,javascript
3950,agile
3950,asp.net
3950,server
3950,microsoft
3950,ci/cd
3950,sql
3950,azure
3950,jquery
3951,scrum
3951,pl/sql
3951,dataops
3951,aws
3951,agile
3951,redshift
3951,python
3951,etl
3951,snowflake
3951,sql
3951,nosql
3951,mongodb
3951,kanban
3952,go
3953,backend
3953,c++
3953,cloud
3953,golang
3953,java
3953,javascript
3953,aws
3953,server
3953,machine_learning
3953,azure
3953,c
3954,sql
3954,pyspark
3954,nosql
3954,python
3954,apache
3954,cloud
3954,gcp
3954,machine_learning
3954,hadoop
3955,word
3955,cloud
3955,bloomberg
3955,python
3955,docker
3955,dataops
3955,devops
3955,spark
3955,ci/cd
3955,java
3955,aws
3955,ml
3955,ai
3955,scala
3955,airflow
3956,cloud
3956,iaas
3956,github
3956,ci/cd
3956,golang
3956,java
3956,sql
3957,r
3957,linux/unix
3957,data_lake
3957,bash
3957,scala
3957,oracle
3957,cloud
3957,java
3957,aws
3957,mysql
3957,python
3957,redshift
3957,programming
3957,sql
3957,server
3957,mlops
3957,machine_learning
3957,azure
3957,spark
3958,r
3958,scrum
3958,microsoft
3958,cloud
3958,javascript
3958,agile
3958,programming
3958,vb.net
3958,asp.net
3958,sql
3958,server
3958,jquery
3958,html5
3958,azure
3958,c
3959,saas
3959,golang
3959,aws
3959,python
3959,coding
3959,etl
3960,unix/linux
3960,bash
3960,oracle
3960,warehousing
3960,cloud
3960,json
3960,mysql
3960,python
3960,xml
3960,sql
3961,excel
3962,excel
3962,microsoft
3962,tableau
3962,sql
3963,backend
3963,cloud
3963,css
3963,javascript
3963,aws
3963,html
3963,python
3963,sql
3964,codebase
3964,saas
3964,ruby
3964,aws
3964,docker
3965,graphql
3965,node.js
3965,ci/cd
3965,aws
3965,postgresql
3965,devops
3966,bash
3966,oracle
3966,database
3966,microsoft
3966,cloud
3966,unix
3966,python
3966,programming
3966,tableau
3966,linux
3966,sql
3966,server
3966,powerbi
3966,c
3967,
3968,cloud
3968,bigquery
3968,hadoop
3968,docker
3968,bi
3968,r
3968,gcp
3968,warehousing
3968,backend
3968,aws
3968,redshift
3968,etl
3969,graphql
3969,javascript
3969,ruby
3969,python
3969,html5
3969,node.js
3969,git
3969,json
3969,php
3969,github
3969,ai
3969,machine_learning
3969,go
3969,scala
3970,r
3970,twilio
3971,javascript
3971,aws
3971,html
3971,mysql
3971,agile
3971,python
3971,c/c++
3971,postgresql
3971,php
3972,bi
3972,slack
3972,warehousing
3972,snowflake
3972,sql
3973,cloud
3973,agile
3973,python
3973,r
3973,tableau
3973,sql
3973,ai
3973,excel
3973,airflow
3973,powerbi
3974,numpy
3974,python
3974,pytorch
3974,git
3974,pandas
3974,tensorflow
3974,machine_learning
3974,scikit-learn
3974,terminal
3975,c++
3975,java
3975,ios
3975,coding
3975,programming
3975,c
3976,datadog
3976,python
3976,server
3976,gcp
3976,golang
3976,aws
3976,azure
3977,
3978,github
3978,back-end
3978,scrum
3978,cloud
3978,aws
3978,agile
3978,jira
3978,kanban
3979,excel
3979,sql
3980,server
3980,powershell
3980,saas
3980,microsoft
3980,sql
3980,azure
3981,r
3981,python
3981,programming
3981,machine_learning
3982,excel
3982,sap
3982,swift
3982,agile
3982,xml
3983,ci/cd
3983,cloud
3983,java
3983,agile
3984,codebase
3984,ember.js
3984,css
3984,javascript
3984,ruby
3984,html
3984,python
3984,ml
3984,machine_learning
3985,cloud
3985,javascript
3985,html
3985,js
3986,javascript
3986,aws
3986,programming
3986,docker
3987,graphql
3987,database
3987,cloud
3987,javascript
3987,python
3987,hadoop
3987,spark
3987,microsoft
3987,java
3987,aws
3987,sql
3987,nosql
3987,azure
3988,scrum
3988,cloud
3988,java
3988,javascript
3988,agile
3988,coding
3988,server
3988,html5
3989,excel
3990,database
3990,cloud
3990,agile
3990,docker
3990,scrum
3990,saas
3990,programming
3990,spark
3990,backend
3990,java
3990,postgresql
3991,saas
3992,cloud
3992,aws
3992,azure
3993,cloud
3993,python
3993,linux
3993,programming
3993,java
3993,aws
3994,cloud
3994,aws
3994,azure
3995,sap
3995,cloud
3995,javascript
3995,python
3995,server
3995,saas
3995,spark
3995,oracle
3995,shell
3995,aws
3995,sql
3995,nosql
3995,apache
3995,ai
3995,scala
3995,unix
3995,coding
3996,cloud
3996,agile
3996,jira
3997,cloud
3997,javascript
3997,agile
3997,python
3997,node.js
3997,saas
3997,fullstack
3997,programming
3997,backend
3998,excel
3998,gdpr
3998,agile
3999,gdpr
3999,tableau
4000,oracle
4000,database
4000,cloud
4000,java
4000,javascript
4000,aws
4000,mongo
4000,sql
4000,docker
4000,server
4000,devops
4001,atlassian
4001,database
4001,backend
4001,ci/cd
4001,redis
4001,cloud
4001,aws
4001,agile
4001,python
4001,etl
4001,jira
4001,snowflake
4001,mongodb
4001,nosql
4001,postgres
4002,cloud
4002,javascript
4002,frontend
4002,java
4002,aws
4002,sql
4002,coding
4003,saas
4003,powerpoint
4003,excel
4004,database
4004,java
4004,ruby
4004,python
4004,postgres
4005,javascript
4005,python
4005,server
4005,microsoft
4005,postgresql
4005,sql
4005,machine_learning
4005,azure
4006,word
4006,cloud
4006,saas
4006,spreadsheet
4006,go
4007,unix/linux
4007,node.js
4007,git
4007,saas
4007,java
4007,aws
4007,mysql
4007,redshift
4008,cloud
4008,javascript
4008,python
4008,css
4008,programming
4008,java
4008,html
4008,etl
4008,rust
4008,sql
4009,json
4009,sql
4009,server
4009,c
4010,
4011,
4012,ruby
4013,
4014,excel
4015,bigquery
4015,hadoop
4015,spark
4015,redis
4015,java
4015,mysql
4015,redshift
4015,etl
4015,sql
4015,scala
4015,airflow
4016,
4017,database
4017,python
4017,server
4017,r
4017,programming
4017,spark
4017,github
4017,oracle
4017,macros
4017,sas
4017,tableau
4017,sql
4017,scala
4017,unix
4018,agile
4018,bi
4018,r
4018,scrum
4018,ai
4018,excel
4019,node.js
4019,git
4019,scrum
4019,microsoft
4019,java
4019,javascript
4019,gitlab
4019,aws
4019,nlp
4019,python
4019,programming
4019,jira
4019,c
4020,
4021,java
4021,agile
4021,tableau
4021,postgres
4021,spark
4022,excel
4022,outlook
4022,word
4022,powerpoint
4023,word
4023,saas
4023,slack
4023,microsoft
4024,cloud
4024,aws
4024,azure
4025,cloud
4025,agile
4025,jira
4025,linux
4025,docker
4025,json
4025,c
4025,aws
4025,xml
4025,machine_learning
4025,go
4025,c++
4025,splunk
4025,cicd
4026,saas
4026,excel
4027,agile/scrum
4028,cloud
4028,data_lakes
4028,python
4028,hadoop
4028,gcp
4028,programming
4028,c
4028,spark
4028,java
4028,aws
4028,rust
4028,ml
4028,snowflake
4028,sql
4028,nosql
4028,machine_learning
4028,azure
4028,scala
4028,kotlin
4028,coding
4029,excel
4030,microsoft
4030,agile
4030,python
4030,programming
4030,sql
4030,docker
4030,server
4030,machine_learning
4030,c
4031,cloud
4031,aws
4031,python
4031,docker
4031,server
4031,go
4031,azure
4032,sql
4032,programming
4032,database
4033,unix/linux
4033,cloud
4033,docker
4034,cloud
4034,python
4034,gcp
4034,devops
4034,spark
4034,microsoft
4034,aws
4034,pyspark
4034,azure
4034,scala
4035,aws
4035,programming
4035,cicd
4035,devops
4035,java
4035,shell
4036,agile
4036,powerpoint
4036,visio
4037,r
4037,sas
4037,python
4037,programming
4037,sql
4038,database
4038,cloud
4038,javascript
4038,agile
4038,frontend
4038,json
4038,css
4038,ios
4038,c/c++
4038,java
4038,html
4038,postgresql
4038,sql
4038,excel
4038,unix
4039,backend
4039,c++
4039,ml
4039,machine_learning
4039,go
4039,c
4040,sql
4040,ai
4040,machine_learning
4041,python
4041,programming
4041,machine_learning
4041,azure
4042,cloud
4042,python
4042,programming
4042,java
4042,aws
4042,selenium
4042,sql
4042,scala
4043,excel
4044,database
4044,backend
4044,ruby
4044,agile
4044,programming
4045,database
4045,microsoft
4046,python
4046,pytorch
4047,oracle
4047,cloud
4047,aws
4047,tableau
4047,hadoop
4047,sql
4048,cloud
4048,visio
4048,gdpr
4048,css
4048,microsoft
4048,aws
4048,html
4048,ai
4048,azure
4049,
4050,programming
4050,tableau
4050,sql
4051,backend
4051,frontend
4051,programming
4051,node
4051,devops
4051,postgres
4052,programming
4052,c
4052,machine_learning
4052,coding
4053,excel
4053,microsoft
4053,word
4053,powerpoint
4053,outlook
4053,go
4054,cloud
4054,agile
4054,python
4054,docker
4054,programming
4054,spark
4054,java
4054,aws
4054,redshift
4054,tableau
4054,etl
4054,sql
4054,machine_learning
4054,azure
4054,coding
4054,powerbi
4055,microsoft
4055,sql
4056,ios
4056,ai
4057,graphql
4057,database
4057,cloud
4057,javascript
4057,ruby
4057,linux
4057,server
4057,github
4057,ml
4057,sql
4057,machine_learning
4057,go
4058,javascript
4058,vue.js
4058,python
4058,frontend
4058,ember.js
4058,java
4058,etl
4059,database
4059,agile
4059,scrum
4059,programming
4059,coding
4059,cicd
4060,redis
4060,saas
4060,aws
4060,ruby
4060,postgres
4061,agile
4061,microsoft
4062,excel
4062,atlassian
4062,scrum
4062,microsoft
4062,jira
4062,visio
4063,cloud
4063,power_bi
4063,powerpoint
4063,microsoft
4063,tableau
4063,sql
4063,excel
4064,excel
4064,word
4064,powerpoint
4064,tableau
4064,sql
4065,excel
4066,data_lake
4066,database
4066,cloud
4066,agile/scrum
4066,hadoop
4066,docker
4066,saas
4066,devops
4066,oracle
4066,warehousing
4066,aws
4067,javascript
4067,ruby
4067,programming
4067,sql
4067,nosql
4067,machine_learning
4068,
4069,scala
4069,airflow
4069,cloud
4069,saas
4069,java
4069,aws
4069,python
4069,coding
4069,etl
4069,sql
4069,spark
4070,back-end
4070,node.js
4070,vue
4070,javascript
4070,aws
4070,agile
4070,node
4070,javascript/typescript
4070,kanban
4071,ruby
4072,r
4072,python
4072,tableau
4072,sql
4072,bi
4073,cloud
4073,gcp
4073,tableau
4074,ci/cd
4075,database
4075,datadog
4075,cloud
4075,javascript
4075,agile
4075,jira
4075,saas
4075,mongodb
4075,c
4075,java
4075,sql
4075,azure
4075,jquery
4076,spreadsheets
4076,word
4076,python
4076,sql
4076,excel
4076,vba
4077,excel
4077,microsoft
4077,slack
4078,database
4078,backend
4078,redis
4078,gcp
4078,golang
4078,ruby
4078,snowflake
4078,go
4078,postgres
4079,git
4079,scrum
4079,javascript
4079,aws
4079,vue.js
4079,python
4079,sql
4079,docker
4079,mongodb
4079,go
4080,cloud
4080,gcp
4080,java
4080,javascript
4080,python
4080,coding
4080,node
4080,sql
4080,js
4081,ai/ml
4081,python
4081,coding
4081,c/c++
4081,machine_learning
4082,git
4082,microsoft
4082,ajax
4082,java
4082,css
4082,javascript
4082,aws
4082,html
4082,vue.js
4082,sql
4082,server
4082,jquery
4083,excel
4083,database
4084,node.js
4084,backend
4084,saas
4084,javascript
4084,ruby
4084,aws
4084,python
4085,oracle
4085,database
4085,cloud
4085,power_bi
4085,etl
4085,snowflake
4085,bi
4085,azure
4086,frontend
4086,backend
4086,java
4086,ml
4086,scala
4086,c++
4087,cloud
4087,saas
4088,word
4088,cloud
4088,agile
4088,jira
4088,microsoft
4088,java
4088,aws
4088,selenium
4088,excel
4089,graphql
4089,database
4089,agile
4089,python
4089,docker
4089,programming
4089,c/c++
4089,backend
4089,ci/cd
4089,aws
4089,postgresql
4089,rust
4089,machine_learning
4089,go
4089,aurora
4090,ruby
4090,python
4090,spark
4090,backend
4090,ci/cd
4090,aws
4090,ml
4090,apache
4090,ai
4090,machine_learning
4090,scikit-learn
4091,excel
4092,excel
4093,
4094,numpy
4094,pandas
4094,aws
4094,python
4094,machine_learning
4095,r
4095,python
4095,programming
4095,sql
4095,ai
4095,machine_learning
4096,database
4096,gcp
4097,r
4097,python
4097,programming
4097,sql
4097,ai
4097,machine_learning
4098,cloud
4098,agile/scrum
4098,server
4098,gcp
4098,programming
4098,devops
4098,java
4098,aws
4098,sql
4098,azure
4099,php
4099,c
4099,go
4099,coding
4100,excel
4100,database
4100,c++
4100,cloud
4100,unix
4100,agile
4100,coding
4100,c/c++
4100,sql
4101,ios
4101,swift
4102,r
4102,datarobot
4102,python
4102,ai
4102,machine_learning
4103,graphql
4103,back-end
4103,node.js
4103,backend
4103,cloud
4103,gcp
4103,javascript
4103,aws
4103,mysql
4103,agile
4103,mongo
4104,cloud
4104,java
4104,sql
4104,nosql
4104,ai
4104,machine_learning
4104,scala
4105,node
4105,docker
4105,frontend
4105,vue
4105,redis
4105,aws
4105,postgres
4106,python
4106,r
4106,sql
4106,ai
4107,cloud
4107,aws
4107,azure
4108,scrum
4108,cloud
4108,ajax
4108,javascript
4108,html
4108,agile
4108,programming
4108,apache
4108,server
4108,azure
4108,c
4109,looker
4109,qlik
4109,redshift
4109,tableau
4109,snowflake
4109,sql
4109,excel
4110,python
4110,ml
4110,machine_learning
4110,c++
4110,coding
4111,cloud
4111,linux
4111,hadoop
4111,bi
4111,ibm
4111,saas
4111,gcp
4111,ai
4111,azure
4111,paas
4112,r
4112,python
4112,programming
4112,sql
4112,machine_learning
4113,cloud
4113,ruby
4113,agile
4113,python
4113,asp.net
4113,powershell
4113,devops
4113,c
4113,github
4113,microsoft
4113,ci/cd
4113,shell
4113,aws
4113,kanban
4113,azure
4113,unix
4114,cloud
4114,javascript
4114,agile
4114,asp.net
4114,server
4114,microsoft
4114,ci/cd
4114,sql
4114,azure
4114,jquery
4115,scala
4115,programming
4115,apache
4115,spark
4116,data_lake
4116,database
4116,python
4116,hadoop
4116,ibm
4116,oracle
4116,microsoft
4116,sql
4117,python
4117,r
4117,git
4117,tableau
4117,sql
4117,bash
4118,ssis
4118,cloud
4118,etl
4118,sql
4118,ssrs
4118,azure
4119,kotlin
4119,terminal
4120,unix/linux
4120,github
4120,numpy
4120,pandas
4120,plotly
4120,unix
4120,power_bi
4120,sas
4120,aws
4120,agile
4120,python
4120,programming
4120,tableau
4120,jira
4120,snowflake
4120,sql
4120,machine_learning
4121,agile
4121,scrum
4121,json
4121,ios
4121,iot
4121,java
4121,aws
4121,xml
4121,go
4121,swift
4121,coding
4122,
4123,word
4123,visio
4123,powerpoint
4123,oracle
4123,outlook
4123,excel
4124,database
4124,git
4124,microsoft
4124,javascript
4124,html
4124,mysql
4124,sql
4124,server
4124,c
4125,ruby
4125,json
4125,programming
4125,backend
4125,redis
4125,java
4125,mysql
4125,go
4125,terminal
4126,cloud
4126,javascript
4126,agile
4126,back-end
4126,git
4126,frontend
4126,saas
4126,programming
4126,aws
4127,cloud
4127,python
4127,programming
4127,java
4127,aws
4127,azure
4127,c++
4128,graphql
4128,javascript
4128,agile
4128,scrum
4128,css
4128,programming
4128,html
4128,coding
4129,pyspark
4129,nlp
4129,python
4129,coding
4129,apache
4129,machine_learning
4129,spark
4130,javascript
4130,java
4130,aws
4130,azure
4130,js
4131,powerpoint
4131,microsoft
4131,go
4131,excel
4132,javascript
4132,ruby
4132,agile
4132,linux
4132,server
4132,git
4132,css
4132,sql
4132,jquery
4133,ibm
4133,oracle
4133,iot
4133,microsoft
4133,xml
4133,jse/jee
4134,excel
4135,cloud
4135,aws
4135,azure
4136,cloud
4136,agile
4136,python
4136,frontend
4136,spark
4136,java
4136,etl
4136,sql
4137,cloud
4137,agile
4137,python
4137,r
4137,microsoft
4137,ci/cd
4137,nlp
4137,ml
4137,sql
4137,ai
4137,machine_learning
4137,go
4137,azure
4138,agile
4138,asp.net
4138,back-end
4138,programming
4138,c
4138,microsoft
4138,vb.net
4138,sql
4138,nosql
4138,coding
4138,mongo
4139,python
4139,programming
4139,ml
4139,keras
4139,sql
4139,tensorflow
4139,ai
4139,machine_learning
4139,scikit-learn
4139,c++
4140,backend
4140,frontend
4140,ci/cd
4140,saas
4140,golang
4140,java
4140,css
4140,javascript
4140,fullstack
4140,html
4140,programming
4140,docker
4141,agile/scrum
4141,agile
4142,gcp
4142,golang
4142,aws
4142,docker
4142,go
4142,azure
4143,cloud
4143,javascript
4143,agile
4143,python
4143,bigquery
4143,bi
4143,r
4143,scrum
4143,saas
4143,gcp
4143,mongodb
4143,warehousing
4143,java
4143,aws
4143,redshift
4143,etl
4143,snowflake
4143,sql
4143,nosql
4143,kanban
4143,go
4143,azure
4143,scala
4144,scala
4144,backend
4144,kotlin
4144,programming
4145,scikit-learn
4145,c++
4145,java
4145,python
4145,programming
4145,ml
4145,keras
4145,tensorflow
4145,machine_learning
4145,spark
4146,docker
4146,frontend
4146,programming
4146,backend
4146,java
4146,aws
4146,go
4146,js
4147,cloud
4147,aws
4147,azure
4148,agile
4149,cloud
4149,coding
4150,cloud
4150,saas
4150,microsoft
4150,ci/cd
4150,aws
4150,rust
4150,go
4150,azure
4150,bash
4150,c++
4151,power_bi
4151,microsoft
4151,tableau
4151,excel
4152,javascript
4152,ruby
4152,python
4152,php
4152,c
4152,github
4152,codebase
4152,golang
4152,java
4152,go
4153,r
4153,github
4153,c++
4153,python
4153,programming
4153,etl
4153,sql
4154,database
4154,python
4154,bi
4154,r
4154,aws
4154,tableau
4154,sql
4155,graphql
4155,database
4155,agile
4155,python
4155,docker
4155,programming
4155,c/c++
4155,backend
4155,ci/cd
4155,aws
4155,postgresql
4155,rust
4155,machine_learning
4155,go
4155,aurora
4156,sap
4156,database
4156,cloud
4156,saas
4156,programming
4156,c
4156,oracle
4156,backend
4156,microsoft
4156,aws
4156,etl
4156,sql
4156,azure
4157,python
4157,bi
4157,r
4157,looker
4157,tableau
4157,sql
4158,data_lake
4158,scala
4158,oracle
4158,sap
4158,ssis
4158,database
4158,alteryx
4158,microsoft
4158,ci/cd
4158,ssas
4158,cloud
4158,ibm
4158,java
4158,javascript
4158,sas
4158,html
4158,agile
4158,python
4158,redshift
4158,programming
4158,tableau
4158,cognos
4158,hadoop
4158,vb.net
4158,sql
4158,mongodb
4158,jquery
4158,server
4158,sharepoint
4158,devops
4158,powerbi
4158,ssrs
4158,azure
4158,c
4159,graphql
4159,datadog
4159,python
4159,docker
4159,saas
4159,redis
4159,golang
4159,go
4159,postgres
4160,aws
4160,python
4160,java
4161,
4162,database
4162,ruby
4162,agile
4162,scrum
4162,gcp
4162,codebase
4162,aws
4162,postgresql
4163,scala
4163,cloud
4163,java
4163,aws
4163,python
4163,coding
4163,hadoop
4163,azure
4163,spark
4164,agile
4164,scrum
4165,cloud
4165,javascript
4165,agile
4165,linux
4165,node.js
4165,scrum
4165,mongodb
4165,mysql
4165,nosql
4165,scrum/agile
4166,excel
4166,microsoft
4166,cloud
4166,saas
4166,aws
4166,redshift
4166,tableau
4166,looker
4166,sql
4166,bi
4166,azure
4167,agile
4168,graphql
4168,word
4168,bloomberg
4168,python
4168,frontend
4168,java
4168,go
4168,excel
4169,dax
4169,power_bi
4169,sql
4169,bi
4170,scala
4170,database
4170,airflow
4170,cloud
4170,java
4170,aws
4170,python
4170,ml
4170,snowflake
4170,sql
4170,apache
4170,machine_learning
4170,spark
4171,
4172,excel
4172,programming
4172,tableau
4172,etl
4172,sql
4173,backend
4173,kotlin
4173,server
4174,ios
4175,cloud
4175,javascript
4175,data_lakes
4175,python
4175,programming
4175,backend
4175,aws
4175,redshift
4175,no-sql
4175,machine_learning
4175,airflow
4176,datadog
4177,microsoft
4177,excel
4178,microsoft
4178,cloud
4178,css
4178,javascript
4178,aws
4178,html
4178,azure
4179,microsoft
4179,nuix
4179,sql
4180,excel
4180,git
4180,backend
4180,ci/cd
4180,redis
4180,java
4180,python
4180,nosql
4181,c++
4181,java
4181,programming
4181,c
4182,javascript
4182,agile
4182,linux
4182,ios
4182,programming
4182,c
4182,ci/cd
4182,java
4183,sql
4183,ai
4183,machine_learning
4184,backend
4184,c++
4184,saas
4184,java
4184,javascript
4184,agile
4184,python
4184,go
4184,c
4185,cloud
4185,aws
4185,azure
4186,css
4186,javascript
4186,html
4186,agile
4186,coding
4187,database
4187,cloud
4187,python
4187,bigquery
4187,r
4187,git
4187,ci/cd
4187,sql
4187,tensorflow
4187,machine_learning
4188,cloud
4188,python
4188,linux
4188,docker
4188,programming
4188,ci/cd
4189,backend
4190,cloud
4190,python
4190,spark
4190,backend
4190,microsoft
4190,redis
4190,java
4190,aws
4190,mysql
4190,etl
4190,snowflake
4190,apache
4190,excel
4190,airflow
4190,postgres
4191,cloud
4191,python
4191,linux
4191,docker
4191,git
4191,saas
4191,sql
4191,coding
4192,agile
4193,codebase
4193,javascript
4193,ruby
4193,html
4193,mysql
4193,sass
4193,agile
4194,agile
4194,jira
4194,visio
4194,powerpoint
4194,microsoft
4194,sharepoint
4194,excel
4194,atlassian
4195,agile
4195,scrum
4195,c
4195,go
4196,cloud
4196,programming
4196,microsoft
4196,aws
4196,go
4196,azure
4197,excel
4197,microsoft
4197,programming
4197,sql
4198,sql
4198,programming
4198,database
4199,
4200,excel
4200,microsoft
4200,outlook
4200,powerpoint
4201,
4202,word
4202,bi
4202,looker
4202,tableau
4202,powerbi
4203,cloud
4203,python
4203,r
4203,java
4203,aws
4203,ml
4203,machine_learning
4203,kotlin
4204,data_lake
4204,cloud
4204,power_bi
4204,agile
4204,server
4204,scrum
4204,mongodb
4204,oracle
4204,aws
4204,mysql
4204,tableau
4204,sql
4205,github
4205,c++
4205,json
4205,css
4205,javascript
4205,html
4205,mysql
4205,agile
4205,python
4205,jira
4205,nosql
4205,c
4206,javascript
4206,docker
4207,node.js
4207,postgresql
4208,frontend
4208,java
4208,javascript
4208,aws
4209,r
4210,codebase
4210,saas
4210,ruby
4210,aws
4210,docker
4211,database
4211,cloud
4211,python
4211,docker
4211,server
